XP n°,Substrate,Organism,Enzyme,Yield,Unit,Incubation time (hrs),Pretreatment,Nutritive or inducing supplement,Enhancement or optimization method,Parameters,Notes,Date of publication,Reference,yield_value,incubation_hours,experiment_id,publication_year,reference_id
55,mixture (wheat bran ; cottonseed meal),Ustilaginoidea sp. XYA 04,β-glucosidase,27.41,U/gds,168,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,27.41,168.0,55,2018,10
55,mixture (wheat bran ; cottonseed meal),Ustilaginoidea sp. XYA 04,xylanase,11.83,U/gds,168,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,11.83,168.0,55,2018,10
55,mixture (wheat bran ; cottonseed meal),Ustilaginoidea sp. XYA 04,β-xylosidase,1.95,U/gds,168,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,1.95,168.0,55,2018,10
56,mixture (oat ; sugarcane bagasse),Ustilaginoidea sp. XYA 04,CMCase,24.25,U/gds,168,"Washed, air-dried (40°C). Sugarcane bagasse: ground (0,59µm).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,24.25,168.0,56,2018,10
56,mixture (oat ; sugarcane bagasse),Ustilaginoidea sp. XYA 04,β-glucosidase,19.74,U/gds,168,"Washed, air-dried (40°C). Sugarcane bagasse: ground (0,59µm).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,19.74,168.0,56,2018,10
56,mixture (oat ; sugarcane bagasse),Ustilaginoidea sp. XYA 04,xylanase,187.09,U/gds,168,"Washed, air-dried (40°C). Sugarcane bagasse: ground (0,59µm).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,187.09,168.0,56,2018,10
56,mixture (oat ; sugarcane bagasse),Ustilaginoidea sp. XYA 04,β-xylosidase,1.12,U/gds,168,"Washed, air-dried (40°C). Sugarcane bagasse: ground (0,59µm).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5 ; MC=70% (w/v) ; Inoculum (5 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1.,2018,10,1.12,168.0,56,2018,10
57,mixture (wheat bran ; cottonseed meal),Botryosphaeria sp. AM 01,CMCase,251.12,U/gds,192,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. β-glucosidase yield value is approximate. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,251.12,192.0,57,2018,10
57,mixture (wheat bran ; cottonseed meal),Botryosphaeria sp. AM 01,β-glucosidase,75,U/gds,288,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. β-glucosidase yield value is approximate. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,75.0,288.0,57,2018,10
57,mixture (wheat bran ; cottonseed meal),Botryosphaeria sp. AM 01,xylanase,187.17,U/gds,192,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. β-glucosidase yield value is approximate. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,187.17,192.0,57,2018,10
57,mixture (wheat bran ; cottonseed meal),Botryosphaeria sp. AM 01,β-xylosidase,19.96,U/gds,288,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. β-glucosidase yield value is approximate. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,19.96,288.0,57,2018,10
58,mixture (wheat bran ; cottonseed meal),Saccharicola sp. EJC 04,CMCase,28.84,U/gds,96,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,28.84,96.0,58,2018,10
58,mixture (wheat bran ; cottonseed meal),Saccharicola sp. EJC 04,β-glucosidase,107.28,U/gds,192,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,107.28,192.0,58,2018,10
58,mixture (wheat bran ; cottonseed meal),Saccharicola sp. EJC 04,xylanase,25.47,U/gds,96,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,25.47,96.0,58,2018,10
58,mixture (wheat bran ; cottonseed meal),Saccharicola sp. EJC 04,β-xylosidase,3.19,U/gds,144,"Washed, air-dried (40°C).","Solution added to reach predefined MC (g/L): 3,5 (NH)4SO4 ; 3 KH2PO4 ; 0,5 MgSO4.7H20 ; 0,5 CaCl2 ; 10 Tween 80.",OFAT,pH=5-6 ; MC=65% (w/v) ; Inoculum (6 mycelial plugs ∅8mm) ; T°=28°C.,Substrate proportions (w/w): 1:1. Enzymes present stability for a wide range of pH and T° from 30 to 70°C.,2018,10,3.19,144.0,58,2018,10
